VTuber ID,Video Type,Title,Publish Time,URL,Thumbnail URL
8402646577b24bd5918bda8690e790b4,upcoming,【印第安納瓊斯：古老之圈】好戰龍！能戰鬥就不要潛行！！【露娜莉亞·懷特】,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=hCIt2rqsUQs,https://i.ytimg.com/vi/hCIt2rqsUQs/mqdefault_live.jpg
5ee3c46f62cf4b34accc313fb437581b,upcoming,「Euphony Ch. 優芬妮 準備中」直播,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=NGtRUW70ne0,https://i.ytimg.com/vi/NGtRUW70ne0/mqdefault_live.jpg
4c4ebb91c8a346b2876d1ccd1a32dead,upcoming,「黛鶇 / Mayuzumi Tsugumi」直播,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=UUnQolADfvo,https://i.ytimg.com/vi/UUnQolADfvo/mqdefault_live.jpg
77829b31e6e246efbf1f648a353ff823,upcoming,【海鮮魷魚高湯】泡溫泉體驗，僅聲音無畫面 ft.九十九,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=s4H1jV59Pqc,https://i.ytimg.com/vi/s4H1jV59Pqc/mqdefault_live.jpg
1eef7c0894a547a2bff186f6a735145a,upcoming,【#雜談】一元復始萬象更新 / 明けましておめでとうございます。 #台湾vtuber #初見歓迎,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=X1RpXLMDiEU,https://i.ytimg.com/vi/X1RpXLMDiEU/mqdefault_live.jpg
aab094af87d74f3cbcb332bdac03fa23,upcoming,【雜談】新年快樂！開一下下【赫姆‧謝普蘇】,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=dcrygFejfSY,https://i.ytimg.com/vi/dcrygFejfSY/mqdefault_live.jpg
8ae0f370cf124faa953a09089a427fd9,upcoming,「可悠悠🪻Koyoyo Ch.💠」直播,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=16j3G3R7_sA,https://i.ytimg.com/vi/16j3G3R7_sA/mqdefault_live.jpg
54355102572e408183af55831cb98e3a,upcoming,【#初配信】我明天可以不要上班嗎？【九千九百 9900】,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=0QYVh4_N3L4,https://i.ytimg.com/vi/0QYVh4_N3L4/mqdefault_live.jpg
9fb51e14ba1c499eb6383a7a166a4d52,upcoming,#工作雜談│好久沒看魚了吧!!看一下魚陪我做周表吧│20250106│ #vtuber #成陽 #vtuber成陽,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=oGUpz9p3UUw,https://i.ytimg.com/vi/oGUpz9p3UUw/mqdefault_live.jpg
a0f657e0538e4269af88094fa1c3dacb,upcoming,「花見杏狐-HanamiAnko ch.」直播,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=8s0SBQQy1u0,https://i.ytimg.com/vi/8s0SBQQy1u0/mqdefault_live.jpg
f7185f45c8a44e69bf829405206996b9,upcoming,【動物森友會】#02 早安，炎上島！蒐集一些早上的生物！#哈口營業中 #九十九ハコ #個人勢Vtuber #新人vtuber #台灣vtuber #台v,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=NDqb7Vyh7IQ,https://i.ytimg.com/vi/NDqb7Vyh7IQ/mqdefault_live.jpg
6510332f58be4d86b0007c77a622c959,upcoming,新瑪奇英雄傳│依然RAID&閒聊│成海,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=NMb5OVrwyEo,https://i.ytimg.com/vi/NMb5OVrwyEo/mqdefault_live.jpg
63f727e673b9460abd6f7079bcbb1865,upcoming,《 第五人格 / Identity V 》01 / 09 - 昨天的戀愛遊戲穎寶們還喜歡嗎 ? 雖然有點毀三觀就是 ~ XD【穎兒Yinger】,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=lp7gEwUXXss,https://i.ytimg.com/vi/lp7gEwUXXss/mqdefault_live.jpg
943129b96d2341bcb7b25a66c9da2354,upcoming,#10 大長篇馬拉松 暗喻幻想：ReFantazio ※暴雷注意🔥魔王哈爾奈斯🔥,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=a1XcAd8WgXQ,https://i.ytimg.com/vi/a1XcAd8WgXQ/mqdefault_live.jpg
15e4450f63904e50907dc93fee446fd2,upcoming,Kristal ch. 海色水晶 Live Stream,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=bn3-lBFoRZ4,https://i.ytimg.com/vi/bn3-lBFoRZ4/mqdefault_live.jpg
c232b3088a6e49b997b325d5de9a3013,upcoming,【鬼谷八荒】今天我要破境築基!!!,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=QvrY8CHfQjQ,https://i.ytimg.com/vi/QvrY8CHfQjQ/mqdefault_live.jpg
dbabd28a98cf447189088251a5b973d4,upcoming,沒有甚麼事可以阻止我開台!!!,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=YfegmAOxHqs,https://i.ytimg.com/vi/YfegmAOxHqs/mqdefault_live.jpg
d9672cfcc1be4d7da82a1333849d52df,upcoming,「Kurusaki Kina Ch. Iiki Project」直播,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=c3sEvsOwnUQ,https://i.ytimg.com/vi/c3sEvsOwnUQ/mqdefault_live.jpg
4071b27c63424e1f9882ebe04a884586,upcoming,【初配信】最最最聰明的狼來啦,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=ONrAdCVc71k,https://i.ytimg.com/vi/ONrAdCVc71k/mqdefault_live.jpg
fe660ff34f8a41e4ac75bd6f9ac67400,upcoming,嗷兒瑟緹Orsetti【光輝計畫】的即時串流,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=NGqnTlTGRrg,https://i.ytimg.com/vi/NGqnTlTGRrg/mqdefault_live.jpg
abd64c9a64e04fb1b23faa2480c1c106,upcoming,祝大家耶誕快樂🎄來玩台灣做的戀愛冒險遊戲... 好像有哪裡怪怪的😳(小朋友不要進來),1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=HCJxy9WVpLk,https://i.ytimg.com/vi/HCJxy9WVpLk/mqdefault_live.jpg
9715832a3f2b4469a59c5d277aa4fc34,upcoming,【PUBG】今晚加餐吃口烤雞！-弗倫頓Vtuber ft.蝦蝦桑,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=ngSoSsyQKxI,https://i.ytimg.com/vi/ngSoSsyQKxI/mqdefault_live.jpg
89f4c9a5a9374700ae9f3725cd8a3f0f,upcoming,開錯,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=dzzY1xxnbSg,https://i.ytimg.com/vi/dzzY1xxnbSg/mqdefault_live.jpg
702c74978d8f4adab79f292cbecb49a4,upcoming,「裴妮大姊姊 Penny ch.」直播,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=9FMBxPGij4w,https://i.ytimg.com/vi/9FMBxPGij4w/mqdefault_live.jpg
58bb51ba1bba485a98cbf859fb5687f4,upcoming,【閒聊】樓下音樂教室什麼時候夏特,1970-01-01T00:00:00Z,https://www.youtube.com/watch?v=3DxT_pHJRHY,https://i.ytimg.com/vi/3DxT_pHJRHY/mqdefault_live.jpg
